Query,Title,Authors,Year,DOI
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Development and Application of an Intelligent Diagnosis System for Retinal Vein Occlusion Based on Deep Learning.,"Xu W, Yan Z, Chen N, Luo Y, Ji Y, Wang M, Zhang Z",2022,4988256
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Combining mathematical modeling and deep learning to make rapid and explainable predictions of the patient-specific response to anticoagulant therapy undervenous flow.,"Bouchnita A, Nony P, Llored JP, Volpert V",2022 Jul,10.1016/j.mbs.2022.108830 [doi]
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),he Value of CT Angiography Based on Intelligent Segmentation Algorithm for Survival of Hemodialysis Patients.,"Luo W, Zhang R, He D, Sun Z, Zhou Y, Cheng L, Li H",2022,6470576
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep Learning for Accurate Segmentation of Venous Thrombus from Black-Blood Magnetic Resonance Images: A Multicenter Study.,"Sun C, Xiong X, Zhang T, Guan X, Mao H, Yang J, Zhang X, Sun Y, Chen H, Xie G",2021,4989297
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Artificial Intelligence Evidence-Based Current Status and Potential for Lower Limb Vascular Management.,"Butova X, Shayakhmetov S, Fedin M, Zolotukhin I, Gianesini S",2021 Dec 2,1280
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),SYSTEMATIC CORRELATION OF CENTRAL SUBFIELD THICKNESS WITH RETINAL FLUID VOLUMES QUANTIFIED BY DEEP LEARNING IN THE MAJOR EXUDATIVE MACULAR DISEASES.,"Pawloff M, Bogunovic H, Gruber A, Michl M, Riedl S, Schmidt-Erfurth U",2022 May 1,10.1097/IAE.0000000000003385 [doi]
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep Learning and Risk Assessment in Acute Pulmonary Embolism.,Hunsaker AR,2022 Jan,10.1148/radiol.2021211897 [doi]
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),HDC-Net: A hierarchical dilation convolutional network for retinal vessel segmentation.,"Hu X, Wang L, Cheng S, Li Y",2021,e0257013
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Effect of Interventional Therapy on Iliac Venous Compression Syndrome Evaluated and Diagnosed by Artificial Intelligence Algorithm-Based Ultrasound Images.,"Bai Y, Bo F, Ma W, Xu H, Liu D",2021,5755671
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),An artificial neural network approach integrating plasma proteomics and genetic data identifies PLXNA4 as a new susceptibility locus for pulmonary embolism.,"Razzaq M, Iglesias MJ, Ibrahim-Kosta M, Goumidi L, Soukarieh O, Proust C, Roux M, Suchon P, Boland A, Daiain D, Olaso R, Havervall S, Thalin C, Butler L, Deleuze JF, Odeberg J, Morange PE, Tregouet DA",2021 Jul 7,14015
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Deep learning-based classification of adequate sonographic images for self-diagnosing deep vein thrombosis.,"Nakayama Y, Sato M, Okamoto M, Kondo Y, Tamura M, Minagawa Y, chiyama M, Horii Y",2023,e0282747
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),A Machine Learning Framework for Assessing the Risk of Venous Thromboembolism in Patients Undergoing Hip or Knee Replacement.,"Rasouli Dezfouli E, Delen D, Zhao H, Davazdahemami B",2022 Dec,10.1007/s41666-022-00121-2 [doi]
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Artificial intelligence-based iliofemoral deep venous thrombosis detection using a clinical approach.,"Seo JW, Park S, Kim YJ, Hwang JH, Yu SH, Kim JH, Kim KG",2023 Jan 18,967
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Post-marketing safety of immunomodulatory drugs in multiple myeloma: A pharmacovigilance investigation based on the FDA adverse event reporting system.,"Jiang T, Su H, Li Y, Wu Y, Ming Y, Li C, Fu R, Feng L, Li Z, Li L, Ni R, Liu Y",2022,989032
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Combining mathematical modeling and deep learning to make rapid and explainable predictions of the patient-specific response to anticoagulant therapy undervenous flow.,"Bouchnita A, Nony P, Llored JP, Volpert V",2022 Jul,10.1016/j.mbs.2022.108830 [doi]
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Artificial Intelligence Evidence-Based Current Status and Potential for Lower Limb Vascular Management.,"Butova X, Shayakhmetov S, Fedin M, Zolotukhin I, Gianesini S",2021 Dec 2,1280
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Age-dependent impact of the major common genetic risk factor for COVID-19 on severity and mortality.,"Nakanishi T, Pigazzini S, Degenhardt F, Cordioli M, Butler-Laporte G, Maya-Miles D, Bujanda L, Bouysran Y, Niemi ME, Palom A, Ellinghaus D, Khan A, Martinez-Bueno M, Rolker S, mitrano S, Roade Tato L, Fava F, Spinner CD, Prati D, Bernardo D, Garcia F, Darcis G, Fernandez-Cadenas I, Holter JC, Banales JM, Frithiof R, Kiryluk K, Duga S, sselta R, Pereira AC, Romero-Gomez M, Nafria-Jimenez B, Hov JR, Migeotte I, Renieri A, Planas AM, Ludwig KU, Buti M, Rahmouni S, larcon-Riquelme ME, Schulte EC, Franke A, Karlsen TH, Valenti L, Zeberg H, Richards JB, Ganna A",2021 Dec 1,e152386
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),An artificial neural network approach integrating plasma proteomics and genetic data identifies PLXNA4 as a new susceptibility locus for pulmonary embolism.,"Razzaq M, Iglesias MJ, Ibrahim-Kosta M, Goumidi L, Soukarieh O, Proust C, Roux M, Suchon P, Boland A, Daiain D, Olaso R, Havervall S, Thalin C, Butler L, Deleuze JF, Odeberg J, Morange PE, Tregouet DA",2021 Jul 7,14015
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Prediction of venous thromboembolism with machine learning techniques in young-middle-aged inpatients.,"Liu H, Yuan H, Wang Y, Huang W, Xue H, Zhang X",2021 Jun 18,12868
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Machine Learning to Predict Outcomes in Patients with Acute Pulmonary Embolism Who Prematurely Discontinued Anticoagulant Therapy.,"Mora D, Nieto JA, Mateo J, Bikdeli B, Barco S, Trujillo-Santos J, Soler S, Font L, Bosevski M, Monreal M",2022 Apr,10.1055/a-1525-7220 [doi]
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Catheter related thrombosis in hospitalized infants: A neural network approach to predict risk factors.,"Badheka AV, Hodge D, Ramesh S, Bloxham J, Espinoza E, llareddy V, Karhade DS, Chegondi M, llareddy V",2021 Apr,10.1016/j.thromres.2021.01.009 [doi]
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Evaluating warfarin dosing models on multiple datasets with a novel software framework and evolutionary optimisation.,"Truda G, Marais P",2021 Jan,10.1016/j.jbi.2020.103634 [doi]
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),COVID-19 pathways for brain and heart injury in comorbidity patients: A role of medical imaging and artificial intelligence-based COVID severity classification:A review.,"Suri JS, Puvvula A, Biswas M, Majhail M, Saba L, Faa G, Singh IM, Oberleitner R, Turk M, Chadha PS, Johri AM, Sanches JM, Khanna NN, Viskovic K, Mavrogeni S, Laird JR, Pareek G, Miner M, Sobel DW, Balestrieri A, Sfikakis PP, Tsoulfas G, Protogerou A, Misra DP, garwal V, Kitas GD, hluwalia P, Kolluri R, Teji J, Maini MA, gbakoba A, Dhanjil SK, Sockalingam M, Saxena A, Nicolaides A, Sharma A, Rathore V, juluchukwu JNA, Fatemi M, lizad A, Viswanathan V, Krishnan PR, Naidu S",2020 Sep,10.1016/j.compbiomed.2020.103960 [doi]
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Artificial neural networks for prediction of recurrent venous thromboembolism.,"Martins TD, nnichino-Bizzacchi JM, Romano AVC, Maciel Filho R",2020 Sep,10.1016/j.ijmedinf.2020.104221 [doi]
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Development and validation of machine learning models to predict gastrointestinal leak and venous thromboembolism after weight loss surgery: an analysis of theMBSAQIP database.,"Nudel J, Bishara AM, de Geus SWL, Patil P, Srinivasan J, Hess DT, Woodson J",2021 Jan,10.1007/s00464-020-07378-x [doi]
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Predicting Surgical Complications in Adult Patients Undergoing Anterior Cervical Discectomy and Fusion Using Machine Learning.,"rvind V, Kim JS, Oermann EK, Kaji D, Cho SK",2018 Dec,10.14245/ns.1836248.124 [doi]
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Predicting Surgical Complications in Patients Undergoing Elective Adult Spinal Deformity Procedures Using Machine Learning.,"Kim JS, rvind V, Oermann EK, Kaji D, Ranson W, kogu C, Hussain AK, Caridi J, Cho SK",2018 Nov-Dec,10.1016/j.jspd.2018.03.003 [doi]
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Examining the Ability of Artificial Neural Networks Machine Learning Models to Accurately Predict Complications Following Posterior Lumbar Spine Fusion.,"Kim JS, Merrill RK, rvind V, Kaji D, Pasik SD, Nwachukwu CC, Vargas L, Osman NS, Oermann EK, Caridi JM, Cho SK",2018 Jun 15,10.1097/BRS.0000000000002442 [doi]
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),he Prediction of the Risk Level of Pulmonary Embolism and Deep Vein Thrombosis through Artificial Neural Network.,"gharezaei L, gharezaei Z, Nemati A, Bahaadinbeigy K, Keynia F, Baneshi MR, Iranpour A, gharezaei M",2016 Oct,10.5455/aim.2016.24.354.359 [doi]
neural network AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),"Cardiovascular complications after acute spinal cord injury: pathophysiology, diagnosis, and management.","Furlan JC, Fehlings MG",2008,10.3171/FOC.2008.25.11.E13 [doi]
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),[The application value of deep learning image reconstruction on improving image quality and evaluating the Qanadli embolism index of dual low-dose CT pulmonaryangiography].,"Qiu SM, Zhang H, Liu ZX, Zhang L, Meng YK, Sun XN, Xie LX, Zhang YC, Wang H, Xu K",2023 May 23,10.3760/cma.j.cn112137-20230313-00392 [doi]
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),"he Past, Present, and Future Role of Artificial Intelligence in Ventilation/Perfusion Scintigraphy: A Systematic Review.","Jabbarpour A, Ghassel S, Lang J, Leung E, Le Gal G, Klein R, Moulton E",2023 Apr 18,10.1053/j.semnuclmed.2023.03.002 [doi]
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Artificial intelligence-based diagnosis of acute pulmonary embolism: Development of a machine learning model using 12-lead electrocardiogram.,"Valente Silva B, Marques J, Nobre Menezes M, Oliveira AL, Pinto FJ",2023 Mar 30,10.1016/j.repc.2023.03.016 [doi]
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),oMT-Enabled Computer-Aided Diagnosis of Pulmonary Embolism from Computed Tomography Scans Using Deep Learning.,"Khan M, Shah PM, Khan IA, Islam SU, hmad Z, Khan F, Lee Y",2023 Jan 28,1471
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Artificial intelligence-based iliofemoral deep venous thrombosis detection using a clinical approach.,"Seo JW, Park S, Kim YJ, Hwang JH, Yu SH, Kim JH, Kim KG",2023 Jan 18,967
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Deep Learning Analysis of Chest Radiographs to Triage Patients with Acute Chest Pain Syndrome.,"Kolossvary M, Raghu VK, Nagurney JT, Hoffmann U, Lu MT",2023 Feb,e221926
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),A novel intelligent radiomic analysis of perfusion SPECT/CT images to optimize pulmonary embolism diagnosis in COVID-19 patients.,"Baeza S, Gil D, Garcia-Olive I, Salcedo-Pujantell M, Deportos J, Sanchez C, Torres G, Moragas G, Rosell A",2022 Dec 5,84
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),A deep learning approach for automated diagnosis of pulmonary embolism on computed tomographic pulmonary angiography.,"jmera P, Kharat A, Seth J, Rathi S, Pant R, Gawali M, Kulkarni V, Maramraju R, Kedia I, Botchu R, Khaladkar S",2022 Nov 11,195
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Deep feature-domain matching for cardiac-related component separation from a chest electrical impedance tomography image series: proof-of-concept study.,"Zhang K, Li M, Liang H, Wang J, Yang F, Xu S, bubakar A",2022 Dec 28,
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),"Evaluation and management of cancer patients presenting with acute cardiovascular disease: a Clinical Consensus Statement of the Acute CardioVascular CareAssociation (ACVC) and the ESC council of Cardio-Oncology-part 2: acute heartfailure, acute myocardial diseases, acute venous thromboembolic diseases, andacute arrhythmias.","Gevaert SA, Halvorsen S, Sinnaeve PR, Sambola A, Gulati G, Lancellotti P, Van Der Meer P, Lyon AR, Farmakis D, Lee G, Boriani G, Wechalekar A, Okines A, steggiano R, Combes A, Pfister R, Bergler-Klein J, Lettino M",2022 Nov 30,10.1093/ehjacc/zuac107 [doi]
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Fully automatic cardiac four chamber and great vessel segmentation on CT pulmonary angiography using deep learning.,"Sharkey MJ, Taylor JC, labed S, Dwivedi K, Karunasaagarar K, Johns CS, Rajaram S, Garg P, lkhanfar D, Metherall P, O'Regan DP, van der Geest RJ, Condliffe R, Kiely DG, Mamalakis M, Swift AJ",2022,983859
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Multimodal Diagnosis for Pulmonary Embolism from EHR Data and CT Images.,"Zhi Z, Elbadawi M, Daneshmend A, Orlu M, Basit A, Demosthenous A, Rodrigues M",2022 Jul,10.1109/EMBC48229.2022.9871041 [doi]
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Predicting Patient Demographics From Chest Radiographs With Deep Learning.,"dleberg J, Wardeh A, Doo FX, Marinelli B, Cook TS, Mendelson DS, Kagen A",2022 Oct,10.1016/j.jacr.2022.06.008 [doi]
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),A multitask deep learning approach for pulmonary embolism detection and identification.,"Ma X, Ferguson EC, Jiang X, Savitz SI, Shams S",2022 Jul 29,13087
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Deep Learning-based Outcome Prediction in Progressive Fibrotic Lung Disease Using High-Resolution Computed Tomography.,"Walsh SLF, Mackintosh JA, Calandriello L, Silva M, Sverzellati N, Larici AR, Humphries SM, Lynch DA, Jo HE, Glaspole I, Grainge C, Goh N, Hopkins PMA, Moodley Y, Reynolds PN, Zappala C, Keir G, Cooper WA, Mahar AM, Ellis S, Wells AU, Corte TJ",2022 Oct 1,10.1164/rccm.202112-2684OC [doi]
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Seeking an Optimal Approach for Computer-Aided Pulmonary Embolism Detection.,"Islam NU, Gehlot S, Zhou Z, Gotway MB, Liang J",2021 Sep,10.1007/978-3-030-87589-3_71 [doi]
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Jointly Optimized Deep Neural Networks to Synthesize Monoenergetic Images from Single-Energy CT Angiography for Improving Classification of Pulmonary Embolism.,"Fink MA, Seibold C, Kauczor HU, Stiefelhagen R, Kleesiek J",2022 May 13,1224
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),CAM-Wnet: An effective solution for accurate pulmonary embolism segmentation.,"Liu Z, Yuan H, Wang H",2022 Aug,10.1002/mp.15719 [doi]
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Prediction and Diagnosis of Respiratory Disease by Combining Convolutional Neural Network and Bi-directional Long Short-Term Memory Methods.,"Li L, yiguli A, Luan Q, Yang B, Subinuer Y, Gong H, Zulipikaer A, Xu J, Zhong X, Ren J, Zou X",2022,881234
neural network AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),AI recognition of patient race in medical imaging: a modelling study.,"Gichoya JW, Banerjee I, Bhimireddy AR, Burns JL, Celi LA, Chen LC, Correa R, Dullerud N, Ghassemi M, Huang SC, Kuo PC, Lungren MP, Palmer LJ, Price BJ, Purkayastha S, Pyrros AT, Oakden-Rayner L, Okechukwu C, Seyyed-Kalantari L, Trivedi H, Wang R, Zaiman Z, Zhang H",2022 Jun,10.1016/S2589-7500(22)00063-2 [doi]
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep Learning Algorithm Enables Cerebral Venous Thrombosis Detection With Routine Brain Magnetic Resonance Imaging.,"Yang X, Yu P, Zhang H, Zhang R, Liu Y, Li H, Sun P, Liu X, Wu Y, Jia X, Duan J, Ji X, Yang Q",2023 May,10.1161/STROKEAHA.122.041520 [doi]
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep learning-based classification of adequate sonographic images for self-diagnosing deep vein thrombosis.,"Nakayama Y, Sato M, Okamoto M, Kondo Y, Tamura M, Minagawa Y, chiyama M, Horii Y",2023,e0282747
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Classification of deep vein thrombosis stages using convolutional neural network of electromyogram with vibrotactile stimulation toward developing an earlydiagnostic tool: A preliminary study on a pig model.,"Kang JW, Kim KT, Park JW, Lee SJ",2023,e0281219
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Do artificial neural networks love sex? How the combination of artificial neural networks with evolutionary algorithms may help to identify gender influence inrheumatic diseases.,Grossi E,2023 Jan,10.55563/clinexprheumatol/vgl2nz [doi]
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Artificial intelligence-based iliofemoral deep venous thrombosis detection using a clinical approach.,"Seo JW, Park S, Kim YJ, Hwang JH, Yu SH, Kim JH, Kim KG",2023 Jan 18,967
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Artificial Intelligence-Based Prediction of Lower Extremity Deep Vein Thrombosis Risk After Knee/Hip Arthroplasty.,"Wang X, Xi H, Geng X, Li Y, Zhao M, Li F, Li Z, Ji H, Tian H",2023 Jan-Dec,10760296221139263
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Hypermixed Convolutional Neural Network for Retinal Vein Occlusion Classification.,"Zhang G, Sun B, Zhang Z, Wu S, Zhuo G, Rong H, Liu Y, Yang W",2022,1730501
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Assessing retinal vein occlusion based on color fundus photographs using neural understanding network (NUN).,"Beeche C, Gezer NS, Iyer K, lmetwali O, Yu J, Zhang Y, Dhupar R, Leader JK, Pu J",2023 Jan,10.1002/mp.16012 [doi]
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Etiology of Macular Edema Defined by Deep Learning in Optical Coherence Tomography Scans.,"Padilla-Pantoja FD, Sanchez YD, Quijano-Nieto BA, Perdomo OJ, Gonzalez FA",2022 Sep 1,29
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Development and validation of a predictive model for peripherally inserted central catheter-related thrombosis in breast cancer patients based on artificialneural network: A prospective cohort study.,"Fu J, Cai W, Zeng B, He L, Bao L, Lin Z, Lin F, Hu W, Lin L, Huang H, Zheng S, Chen L, Zhou W, Lin Y, Fu F",2022 Nov,10.1016/j.ijnurstu.2022.104341 [doi]
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Development and Application of an Intelligent Diagnosis System for Retinal Vein Occlusion Based on Deep Learning.,"Xu W, Yan Z, Chen N, Luo Y, Ji Y, Wang M, Zhang Z",2022,4988256
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),"Machine Learning Can Accurately Predict Overnight Stay, Readmission, and 30-Day Complications Following Anterior Cruciate Ligament Reconstruction.","Lopez CD, Gazgalis A, Peterson JR, Confino JE, Levine WN, Popkin CA, Lynch TS",2023 Mar,10.1016/j.arthro.2022.06.032 [doi]
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Combining mathematical modeling and deep learning to make rapid and explainable predictions of the patient-specific response to anticoagulant therapy undervenous flow.,"Bouchnita A, Nony P, Llored JP, Volpert V",2022 Jul,10.1016/j.mbs.2022.108830 [doi]
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),he Value of CT Angiography Based on Intelligent Segmentation Algorithm for Survival of Hemodialysis Patients.,"Luo W, Zhang R, He D, Sun Z, Zhou Y, Cheng L, Li H",2022,6470576
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep Learning for Accurate Segmentation of Venous Thrombus from Black-Blood Magnetic Resonance Images: A Multicenter Study.,"Sun C, Xiong X, Zhang T, Guan X, Mao H, Yang J, Zhang X, Sun Y, Chen H, Xie G",2021,4989297
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Artificial Intelligence Evidence-Based Current Status and Potential for Lower Limb Vascular Management.,"Butova X, Shayakhmetov S, Fedin M, Zolotukhin I, Gianesini S",2021 Dec 2,1280
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),SYSTEMATIC CORRELATION OF CENTRAL SUBFIELD THICKNESS WITH RETINAL FLUID VOLUMES QUANTIFIED BY DEEP LEARNING IN THE MAJOR EXUDATIVE MACULAR DISEASES.,"Pawloff M, Bogunovic H, Gruber A, Michl M, Riedl S, Schmidt-Erfurth U",2022 May 1,10.1097/IAE.0000000000003385 [doi]
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep Learning and Risk Assessment in Acute Pulmonary Embolism.,Hunsaker AR,2022 Jan,10.1148/radiol.2021211897 [doi]
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),HDC-Net: A hierarchical dilation convolutional network for retinal vessel segmentation.,"Hu X, Wang L, Cheng S, Li Y",2021,e0257013
neural network AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Effect of Interventional Therapy on Iliac Venous Compression Syndrome Evaluated and Diagnosed by Artificial Intelligence Algorithm-Based Ultrasound Images.,"Bai Y, Bo F, Ma W, Xu H, Liu D",2021,5755671
